Purchase_Fact_ID,Customer_ID,Product_ID,Channel_ID,Time_ID,Device_ID,Payment_ID,Marketing_ID,Shipping_ID,Purchase_Amount,Frequency_of_Purchase,Brand_Loyalty_Score,Product_Rating,Time_Spent_Research_Hours,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Discount_Used,Purchase_Intent,Time_to_Decision_Days
4785,07-958-2231,21,2,20240210,2,1,34,1,335.80,9,3,5,1,2,7,Low,1,Wants-based,5
4786,07-958-2231,21,2,20240210,2,1,38,1,335.80,9,3,5,1,2,7,Low,1,Wants-based,5
4787,07-958-2231,21,2,20240210,2,1,42,1,335.80,9,3,5,1,2,7,Low,1,Wants-based,5
4788,07-958-2231,21,2,20240210,2,1,46,1,335.80,9,3,5,1,2,7,Low,1,Wants-based,5
4789,78-503-0416,8,3,20240831,3,1,3,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4790,78-503-0416,8,3,20240831,3,1,7,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4791,78-503-0416,8,3,20240831,3,1,11,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4792,78-503-0416,8,3,20240831,3,1,15,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4793,78-503-0416,8,3,20240831,3,1,19,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4794,78-503-0416,8,3,20240831,3,1,23,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4795,78-503-0416,8,3,20240831,3,1,27,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4796,78-503-0416,8,3,20240831,3,1,31,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4797,78-503-0416,8,3,20240831,3,1,35,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4798,78-503-0416,8,3,20240831,3,1,39,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4799,78-503-0416,8,3,20240831,3,1,43,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4800,78-503-0416,8,3,20240831,3,1,47,3,85.57,12,2,1,1,2,4,Medium,1,Planned,9
4801,98-130-8811,23,2,20240517,3,2,1,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4802,98-130-8811,23,2,20240517,3,2,5,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4803,98-130-8811,23,2,20240517,3,2,9,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4804,98-130-8811,23,2,20240517,3,2,13,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4805,98-130-8811,23,2,20240517,3,2,17,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4806,98-130-8811,23,2,20240517,3,2,21,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4807,98-130-8811,23,2,20240517,3,2,25,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4808,98-130-8811,23,2,20240517,3,2,29,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4809,98-130-8811,23,2,20240517,3,2,33,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4810,98-130-8811,23,2,20240517,3,2,37,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4811,98-130-8811,23,2,20240517,3,2,41,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4812,98-130-8811,23,2,20240517,3,2,45,1,212.80,6,3,2,2,1,7,High,1,Planned,1
4813,18-614-2070,21,2,20240429,3,1,3,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4814,18-614-2070,21,2,20240429,3,1,7,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4815,18-614-2070,21,2,20240429,3,1,11,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4816,18-614-2070,21,2,20240429,3,1,15,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4817,18-614-2070,21,2,20240429,3,1,19,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4818,18-614-2070,21,2,20240429,3,1,23,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4819,18-614-2070,21,2,20240429,3,1,27,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4820,18-614-2070,21,2,20240429,3,1,31,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4821,18-614-2070,21,2,20240429,3,1,35,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4822,18-614-2070,21,2,20240429,3,1,39,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4823,18-614-2070,21,2,20240429,3,1,43,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4824,18-614-2070,21,2,20240429,3,1,47,3,324.41,7,4,4,1,0,5,Medium,1,Need-based,4
4825,80-277-3242,20,3,20240104,1,3,1,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4826,80-277-3242,20,3,20240104,1,3,5,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4827,80-277-3242,20,3,20240104,1,3,9,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4828,80-277-3242,20,3,20240104,1,3,13,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4829,80-277-3242,20,3,20240104,1,3,17,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4830,80-277-3242,20,3,20240104,1,3,21,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4831,80-277-3242,20,3,20240104,1,3,25,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4832,80-277-3242,20,3,20240104,1,3,29,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4833,80-277-3242,20,3,20240104,1,3,33,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4834,80-277-3242,20,3,20240104,1,3,37,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4835,80-277-3242,20,3,20240104,1,3,41,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4836,80-277-3242,20,3,20240104,1,3,45,1,342.39,8,1,5,2,2,3,High,0,Need-based,9
4837,44-949-9040,1,3,20241107,1,5,3,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4838,44-949-9040,1,3,20241107,1,5,7,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4839,44-949-9040,1,3,20241107,1,5,11,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4840,44-949-9040,1,3,20241107,1,5,15,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4841,44-949-9040,1,3,20241107,1,5,19,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4842,44-949-9040,1,3,20241107,1,5,23,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4843,44-949-9040,1,3,20241107,1,5,27,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4844,44-949-9040,1,3,20241107,1,5,31,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4845,44-949-9040,1,3,20241107,1,5,35,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4846,44-949-9040,1,3,20241107,1,5,39,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4847,44-949-9040,1,3,20241107,1,5,43,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4848,44-949-9040,1,3,20241107,1,5,47,3,446.86,9,2,1,2,0,2,Medium,0,Wants-based,5
4849,04-545-9162,23,2,20240425,2,1,1,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4850,04-545-9162,23,2,20240425,2,1,5,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4851,04-545-9162,23,2,20240425,2,1,9,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4852,04-545-9162,23,2,20240425,2,1,13,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4853,04-545-9162,23,2,20240425,2,1,17,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4854,04-545-9162,23,2,20240425,2,1,21,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4855,04-545-9162,23,2,20240425,2,1,25,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4856,04-545-9162,23,2,20240425,2,1,29,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4857,04-545-9162,23,2,20240425,2,1,33,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4858,04-545-9162,23,2,20240425,2,1,37,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4859,04-545-9162,23,2,20240425,2,1,41,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4860,04-545-9162,23,2,20240425,2,1,45,1,463.15,3,1,1,1,1,9,High,1,Need-based,9
4861,51-320-2801,12,3,20241003,1,4,4,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4862,51-320-2801,12,3,20241003,1,4,8,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4863,51-320-2801,12,3,20241003,1,4,12,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4864,51-320-2801,12,3,20241003,1,4,16,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4865,51-320-2801,12,3,20241003,1,4,20,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4866,51-320-2801,12,3,20241003,1,4,24,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4867,51-320-2801,12,3,20241003,1,4,28,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4868,51-320-2801,12,3,20241003,1,4,32,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4869,51-320-2801,12,3,20241003,1,4,36,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4870,51-320-2801,12,3,20241003,1,4,40,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4871,51-320-2801,12,3,20241003,1,4,44,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4872,51-320-2801,12,3,20241003,1,4,48,3,122.99,12,1,5,1,1,8,None,1,Planned,1
4873,50-510-5119,22,2,20240807,3,4,3,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4874,50-510-5119,22,2,20240807,3,4,7,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4875,50-510-5119,22,2,20240807,3,4,11,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4876,50-510-5119,22,2,20240807,3,4,15,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4877,50-510-5119,22,2,20240807,3,4,19,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4878,50-510-5119,22,2,20240807,3,4,23,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4879,50-510-5119,22,2,20240807,3,4,27,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4880,50-510-5119,22,2,20240807,3,4,31,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4881,50-510-5119,22,2,20240807,3,4,35,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4882,50-510-5119,22,2,20240807,3,4,39,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4883,50-510-5119,22,2,20240807,3,4,43,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4884,50-510-5119,22,2,20240807,3,4,47,2,322.40,7,4,2,1,2,3,Medium,1,Need-based,2
4885,63-964-6954,1,2,20240411,2,5,1,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4886,63-964-6954,1,2,20240411,2,5,5,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4887,63-964-6954,1,2,20240411,2,5,9,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4888,63-964-6954,1,2,20240411,2,5,13,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4889,63-964-6954,1,2,20240411,2,5,17,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4890,63-964-6954,1,2,20240411,2,5,21,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4891,63-964-6954,1,2,20240411,2,5,25,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4892,63-964-6954,1,2,20240411,2,5,29,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4893,63-964-6954,1,2,20240411,2,5,33,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4894,63-964-6954,1,2,20240411,2,5,37,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4895,63-964-6954,1,2,20240411,2,5,41,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4896,63-964-6954,1,2,20240411,2,5,45,3,73.19,5,2,5,1,2,8,High,0,Need-based,3
4897,55-569-9247,14,1,20240425,2,2,3,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4898,55-569-9247,14,1,20240425,2,2,7,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4899,55-569-9247,14,1,20240425,2,2,11,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4900,55-569-9247,14,1,20240425,2,2,15,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4901,55-569-9247,14,1,20240425,2,2,19,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4902,55-569-9247,14,1,20240425,2,2,23,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4903,55-569-9247,14,1,20240425,2,2,27,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4904,55-569-9247,14,1,20240425,2,2,31,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4905,55-569-9247,14,1,20240425,2,2,35,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4906,55-569-9247,14,1,20240425,2,2,39,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4907,55-569-9247,14,1,20240425,2,2,43,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4908,55-569-9247,14,1,20240425,2,2,47,3,279.08,10,4,2,1,2,7,Medium,0,Wants-based,3
4909,02-911-0447,20,3,20240428,1,4,4,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4910,02-911-0447,20,3,20240428,1,4,8,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4911,02-911-0447,20,3,20240428,1,4,12,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4912,02-911-0447,20,3,20240428,1,4,16,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4913,02-911-0447,20,3,20240428,1,4,20,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4914,02-911-0447,20,3,20240428,1,4,24,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4915,02-911-0447,20,3,20240428,1,4,28,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4916,02-911-0447,20,3,20240428,1,4,32,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4917,02-911-0447,20,3,20240428,1,4,36,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4918,02-911-0447,20,3,20240428,1,4,40,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4919,02-911-0447,20,3,20240428,1,4,44,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4920,02-911-0447,20,3,20240428,1,4,48,3,478.85,10,4,2,2,2,2,None,0,Planned,4
4921,77-626-7240,17,2,20240909,1,1,3,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4922,77-626-7240,17,2,20240909,1,1,7,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4923,77-626-7240,17,2,20240909,1,1,11,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4924,77-626-7240,17,2,20240909,1,1,15,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4925,77-626-7240,17,2,20240909,1,1,19,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4926,77-626-7240,17,2,20240909,1,1,23,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4927,77-626-7240,17,2,20240909,1,1,27,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4928,77-626-7240,17,2,20240909,1,1,31,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4929,77-626-7240,17,2,20240909,1,1,35,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4930,77-626-7240,17,2,20240909,1,1,39,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4931,77-626-7240,17,2,20240909,1,1,43,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4932,77-626-7240,17,2,20240909,1,1,47,1,86.39,5,4,5,1,1,1,Medium,0,Need-based,7
4933,75-915-9803,21,2,20240508,2,2,1,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4934,75-915-9803,21,2,20240508,2,2,5,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4935,75-915-9803,21,2,20240508,2,2,9,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4936,75-915-9803,21,2,20240508,2,2,13,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4937,75-915-9803,21,2,20240508,2,2,17,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4938,75-915-9803,21,2,20240508,2,2,21,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4939,75-915-9803,21,2,20240508,2,2,25,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4940,75-915-9803,21,2,20240508,2,2,29,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4941,75-915-9803,21,2,20240508,2,2,33,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4942,75-915-9803,21,2,20240508,2,2,37,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4943,75-915-9803,21,2,20240508,2,2,41,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4944,75-915-9803,21,2,20240508,2,2,45,2,192.35,11,3,5,2,2,1,High,1,Impulsive,11
4945,78-905-2660,22,1,20240609,1,5,1,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4946,78-905-2660,22,1,20240609,1,5,5,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4947,78-905-2660,22,1,20240609,1,5,9,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4948,78-905-2660,22,1,20240609,1,5,13,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4949,78-905-2660,22,1,20240609,1,5,17,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4950,78-905-2660,22,1,20240609,1,5,21,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4951,78-905-2660,22,1,20240609,1,5,25,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4952,78-905-2660,22,1,20240609,1,5,29,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4953,78-905-2660,22,1,20240609,1,5,33,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4954,78-905-2660,22,1,20240609,1,5,37,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4955,78-905-2660,22,1,20240609,1,5,41,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4956,78-905-2660,22,1,20240609,1,5,45,2,235.32,7,2,1,1,1,10,High,0,Impulsive,11
4957,02-677-6735,23,1,20240827,1,1,1,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4958,02-677-6735,23,1,20240827,1,1,5,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4959,02-677-6735,23,1,20240827,1,1,9,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4960,02-677-6735,23,1,20240827,1,1,13,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4961,02-677-6735,23,1,20240827,1,1,17,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4962,02-677-6735,23,1,20240827,1,1,21,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4963,02-677-6735,23,1,20240827,1,1,25,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4964,02-677-6735,23,1,20240827,1,1,29,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4965,02-677-6735,23,1,20240827,1,1,33,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4966,02-677-6735,23,1,20240827,1,1,37,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4967,02-677-6735,23,1,20240827,1,1,41,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4968,02-677-6735,23,1,20240827,1,1,45,3,212.63,8,4,2,1,0,4,High,0,Need-based,6
4969,20-460-9796,17,3,20240401,3,2,4,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4970,20-460-9796,17,3,20240401,3,2,8,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4971,20-460-9796,17,3,20240401,3,2,12,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4972,20-460-9796,17,3,20240401,3,2,16,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4973,20-460-9796,17,3,20240401,3,2,20,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4974,20-460-9796,17,3,20240401,3,2,24,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4975,20-460-9796,17,3,20240401,3,2,28,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4976,20-460-9796,17,3,20240401,3,2,32,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4977,20-460-9796,17,3,20240401,3,2,36,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4978,20-460-9796,17,3,20240401,3,2,40,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4979,20-460-9796,17,3,20240401,3,2,44,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4980,20-460-9796,17,3,20240401,3,2,48,2,246.63,8,2,3,1,2,3,None,1,Impulsive,10
4981,57-587-4005,14,1,20240829,1,2,4,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4982,57-587-4005,14,1,20240829,1,2,8,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4983,57-587-4005,14,1,20240829,1,2,12,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4984,57-587-4005,14,1,20240829,1,2,16,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4985,57-587-4005,14,1,20240829,1,2,20,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4986,57-587-4005,14,1,20240829,1,2,24,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4987,57-587-4005,14,1,20240829,1,2,28,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4988,57-587-4005,14,1,20240829,1,2,32,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4989,57-587-4005,14,1,20240829,1,2,36,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4990,57-587-4005,14,1,20240829,1,2,40,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4991,57-587-4005,14,1,20240829,1,2,44,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4992,57-587-4005,14,1,20240829,1,2,48,2,228.47,9,3,3,1,1,7,None,0,Impulsive,12
4993,99-477-8256,16,1,20240918,1,4,1,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
4994,99-477-8256,16,1,20240918,1,4,5,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
4995,99-477-8256,16,1,20240918,1,4,9,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
4996,99-477-8256,16,1,20240918,1,4,13,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
4997,99-477-8256,16,1,20240918,1,4,17,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
4998,99-477-8256,16,1,20240918,1,4,21,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
4999,99-477-8256,16,1,20240918,1,4,25,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
5000,99-477-8256,16,1,20240918,1,4,29,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
5001,99-477-8256,16,1,20240918,1,4,33,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
5002,99-477-8256,16,1,20240918,1,4,37,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
5003,99-477-8256,16,1,20240918,1,4,41,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
5004,99-477-8256,16,1,20240918,1,4,45,2,343.77,6,4,3,2,2,9,High,1,Wants-based,6
5005,03-992-3728,12,3,20240905,3,3,1,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5006,03-992-3728,12,3,20240905,3,3,5,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5007,03-992-3728,12,3,20240905,3,3,9,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5008,03-992-3728,12,3,20240905,3,3,13,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5009,03-992-3728,12,3,20240905,3,3,17,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5010,03-992-3728,12,3,20240905,3,3,21,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5011,03-992-3728,12,3,20240905,3,3,25,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5012,03-992-3728,12,3,20240905,3,3,29,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5013,03-992-3728,12,3,20240905,3,3,33,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5014,03-992-3728,12,3,20240905,3,3,37,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5015,03-992-3728,12,3,20240905,3,3,41,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5016,03-992-3728,12,3,20240905,3,3,45,3,339.32,9,2,4,0,1,4,High,0,Need-based,7
5017,24-878-4507,24,2,20240806,1,4,1,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5018,24-878-4507,24,2,20240806,1,4,5,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5019,24-878-4507,24,2,20240806,1,4,9,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5020,24-878-4507,24,2,20240806,1,4,13,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5021,24-878-4507,24,2,20240806,1,4,17,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5022,24-878-4507,24,2,20240806,1,4,21,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5023,24-878-4507,24,2,20240806,1,4,25,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5024,24-878-4507,24,2,20240806,1,4,29,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5025,24-878-4507,24,2,20240806,1,4,33,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5026,24-878-4507,24,2,20240806,1,4,37,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5027,24-878-4507,24,2,20240806,1,4,41,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5028,24-878-4507,24,2,20240806,1,4,45,3,327.05,9,5,4,0,2,3,High,0,Need-based,7
5029,22-106-8347,14,3,20240618,3,2,1,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5030,22-106-8347,14,3,20240618,3,2,5,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5031,22-106-8347,14,3,20240618,3,2,9,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5032,22-106-8347,14,3,20240618,3,2,13,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5033,22-106-8347,14,3,20240618,3,2,17,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5034,22-106-8347,14,3,20240618,3,2,21,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5035,22-106-8347,14,3,20240618,3,2,25,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5036,22-106-8347,14,3,20240618,3,2,29,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5037,22-106-8347,14,3,20240618,3,2,33,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5038,22-106-8347,14,3,20240618,3,2,37,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5039,22-106-8347,14,3,20240618,3,2,41,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
5040,22-106-8347,14,3,20240618,3,2,45,3,334.45,2,2,5,0,2,9,High,1,Impulsive,6
