Demographic_ID,Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location
1941,57-345-3921,42,Female,High,Single,High School,Middle,Mondorf-les-Bains
1942,98-817-6731,30,Male,High,Married,Bachelor's,Middle,Manwakh
1943,31-788-0864,42,Male,Middle,Single,High School,Middle,Karlstad
1944,27-806-4972,26,Female,High,Single,Master's,Middle,Obong
1945,48-343-1220,42,Female,High,Divorced,High School,High,Kolsko
1946,15-640-6493,31,Male,High,Divorced,High School,Middle,D?lband?n
1947,64-846-7450,37,Genderqueer,High,Divorced,Bachelor's,Middle,Shazi
1948,58-788-8938,49,Male,High,Married,High School,Middle,Hachi?ji
1949,52-240-3825,34,Male,High,Widowed,High School,High,Jolo
1950,60-618-2561,41,Male,High,Widowed,High School,Middle,Pedra Azul
1951,94-969-6819,33,Male,High,Single,High School,High,Gustavsberg
1952,76-982-8107,47,Female,Middle,Widowed,Master's,High,La Mohammedia
1953,52-779-8972,47,Male,High,Widowed,High School,High,Florida
1954,40-520-3271,29,Female,High,Widowed,High School,High,Zhongcheng
1955,79-884-5600,36,Female,High,Widowed,Master's,Middle,Goiatuba
1956,80-607-9947,43,Male,High,Divorced,Bachelor's,Middle,Krajan Kidul Rojopolo
1957,87-290-8263,31,Male,High,Widowed,High School,High,Metchosin
1958,99-316-9993,27,Male,Middle,Widowed,Master's,Middle,Staritsa
1959,54-164-2243,48,Male,Middle,Single,High School,Middle,Benito Juarez
1960,37-513-5073,33,Female,Middle,Married,Master's,High,Mizque
1961,93-473-7248,43,Male,Middle,Divorced,Master's,High,Zgornje Pirni?e
1962,72-830-1211,38,Male,High,Single,Bachelor's,High,Cipolletti
1963,40-232-5631,47,Genderfluid,Middle,Single,Bachelor's,Middle,Suvorov
1964,22-414-4955,35,Male,High,Widowed,Bachelor's,High,Dragash
1965,99-089-1930,49,Non-binary,High,Married,Master's,Middle,Freiburg im Breisgau
1966,62-198-2511,22,Male,Middle,Divorced,Master's,High,Macau
1967,21-297-1223,49,Male,High,Single,Master's,Middle,Pancas
1968,10-961-9336,27,Female,Middle,Married,Master's,Middle,Dayapan
1969,71-473-2656,27,Female,High,Married,Bachelor's,Middle,Gordon Town
1970,84-954-2973,37,Female,High,Single,Master's,Middle,Proptisht
1971,22-382-9636,32,Male,Middle,Married,Bachelor's,High,Kamal
1972,89-724-2536,42,Male,Middle,Widowed,Master's,High,Kouvola
1973,85-391-1888,18,Female,High,Widowed,Master's,Middle,Zhongdong
1974,84-934-2483,49,Male,High,Widowed,Master's,Middle,Betong
1975,96-229-1698,23,Female,Middle,Widowed,High School,Middle,Jinping
1976,36-948-6994,29,Female,High,Divorced,Bachelor's,High,Mgachi
1977,43-172-9431,25,Male,Middle,Divorced,High School,Middle,Lameira
1978,53-690-5759,38,Agender,High,Divorced,High School,High,Medicine Hat
1979,00-496-3067,32,Female,Middle,Widowed,Bachelor's,Middle,Oslo
1980,47-931-2642,46,Male,Middle,Widowed,Bachelor's,High,Bel?sovka
1981,76-501-6422,24,Male,Middle,Divorced,High School,Middle,Houston
1982,39-274-2175,48,Polygender,High,Divorced,Master's,High,Hengdian
1983,62-493-5282,35,Male,High,Widowed,High School,Middle,Shuigou
1984,18-841-7253,50,Female,High,Divorced,High School,Middle,Xingxi
1985,18-097-5707,34,Male,Middle,Widowed,High School,High,Dh?b?n
1986,83-792-5141,50,Female,Middle,Single,Bachelor's,Middle,Chengguan
1987,65-036-2410,50,Female,Middle,Single,High School,Middle,Paris 09
1988,67-593-9579,46,Male,Middle,Single,Bachelor's,High,Rozhdestveno
1989,33-484-6674,47,Male,Middle,Single,Master's,Middle,Porangatu
1990,65-249-5416,35,Male,High,Widowed,Master's,Middle,Shalkar
1991,17-328-4678,27,Male,High,Widowed,Bachelor's,Middle,Quimbaya
1992,00-733-8770,37,Female,High,Single,Master's,High,Narok
1993,47-501-3435,38,Female,High,Married,Bachelor's,High,Gimcheon
1994,46-779-7065,41,Female,High,Divorced,High School,High,Visaginas
1995,91-603-1565,48,Male,Middle,Divorced,High School,Middle,Shostka
1996,35-122-5020,48,Female,High,Married,Bachelor's,Middle,Pukekohe East
1997,63-684-4073,45,Female,High,Divorced,Bachelor's,High,Blokdesa Situgede
1998,74-483-2893,26,Non-binary,Middle,Widowed,High School,Middle,Yueyang
1999,72-728-4406,50,Female,Middle,Single,Master's,High,Liutan
2000,13-588-2488,39,Male,Middle,Widowed,Bachelor's,Middle,Huanggang
2001,95-112-6724,31,Female,Middle,Divorced,Master's,High,Xuedian
2002,27-262-6874,25,Female,Middle,Married,Bachelor's,High,Yuyapichis
2003,92-908-5062,18,Agender,Middle,Single,Bachelor's,High,Shiroishi
2004,70-014-6406,18,Male,Middle,Divorced,Bachelor's,High,Kobe
2005,52-908-9971,31,Male,Middle,Widowed,High School,Middle,Gulou
2006,57-623-5362,43,Genderqueer,High,Married,Bachelor's,High,Jilin
2007,48-315-0196,23,Male,Middle,Single,High School,Middle,Balboa
2008,71-959-3896,29,Male,High,Married,Bachelor's,High,Cipari
2009,29-987-3969,21,Female,Middle,Divorced,Master's,Middle,Orlando
2010,78-613-1546,49,Female,Middle,Single,High School,Middle,Torsby
2011,43-664-4451,30,Female,Middle,Divorced,Master's,Middle,San Pablo
2012,34-095-3364,31,Polygender,Middle,Divorced,High School,Middle,Daszewice
2013,04-609-7885,36,Male,Middle,Single,High School,High,Oslo
2014,73-139-4306,24,Female,Middle,Married,Master's,High,Puerto L?pez
2015,23-794-8196,36,Genderfluid,High,Married,Master's,Middle,Xinchengzi
2016,66-050-6391,45,Female,Middle,Single,Master's,High,Tecp?n Guatemala
2017,22-311-5460,44,Male,Middle,Widowed,High School,Middle,Bronnitsy
2018,51-917-0766,28,Male,High,Married,Master's,High,Araci
2019,53-013-1026,40,Male,High,Widowed,Master's,Middle,Duyure
2020,29-779-3457,49,Female,Middle,Widowed,Bachelor's,High,Huangni
2021,18-047-5540,50,Female,High,Single,Bachelor's,High,Kuala Lumpur
2022,89-438-5310,24,Male,High,Divorced,Bachelor's,High,Seleu?
2023,23-985-3535,26,Male,High,Single,Master's,Middle,Monrovia
2024,67-939-2463,28,Male,Middle,Divorced,Master's,High,Kristinehamn
2025,03-623-6767,48,Female,Middle,Single,High School,High,Huancabamba
2026,86-749-6914,47,Male,Middle,Single,High School,High,San Jos? Acatempa
2027,03-977-8103,25,Male,Middle,Widowed,Bachelor's,Middle,Quebrada Canoa
2028,03-827-4021,39,Male,High,Divorced,Bachelor's,Middle,Moate
2029,68-507-4747,41,Female,High,Widowed,High School,High,Kubangwaru
2030,73-942-8440,37,Male,Middle,Married,Bachelor's,High,??????
2031,21-821-6398,50,Female,Middle,Divorced,Bachelor's,High,Xinquan
2032,64-641-7874,33,Female,High,Widowed,High School,High,Providence
2033,53-459-7870,50,Agender,High,Divorced,Master's,Middle,Autun
2034,36-240-3240,25,Male,Middle,Divorced,High School,Middle,Shilin
2035,54-936-4361,34,Agender,High,Single,Bachelor's,High,Paris 17
2036,67-209-0990,39,Male,High,Widowed,High School,High,Stoczek ?ukowski
2037,19-667-0201,41,Male,Middle,Single,Master's,Middle,Ormstown
2038,36-274-5269,27,Male,Middle,Married,Master's,High,Ponte
2039,09-948-3150,23,Agender,High,Married,Bachelor's,Middle,Boshkengash
2040,19-873-9468,37,Male,Middle,Widowed,Bachelor's,Middle,?? T?h
2041,37-748-4988,21,Male,Middle,Married,High School,High,Rad??
2042,08-755-1170,47,Male,Middle,Single,High School,High,Sinarwangi
2043,07-402-7433,42,Agender,Middle,Single,High School,Middle,Dagup
2044,60-073-3575,30,Male,Middle,Widowed,Bachelor's,Middle,E?k
2045,97-237-3483,49,Male,Middle,Single,High School,Middle,Moju
2046,93-675-1619,28,Female,Middle,Married,Master's,Middle,V?lia
2047,43-884-2577,24,Male,Middle,Single,High School,High,Prince Rupert
2048,33-200-7615,40,Female,High,Divorced,Bachelor's,Middle,Jiangmen
2049,63-631-8261,18,Male,High,Married,Bachelor's,Middle,Alung
2050,34-016-7909,42,Male,High,Married,High School,Middle,Osorno
2051,82-304-6495,19,Male,High,Married,Master's,High,Labo
2052,70-207-6999,36,Female,High,Divorced,High School,Middle,Dakingari
2053,71-780-8195,26,Female,High,Widowed,Bachelor's,High,Selasari
2054,93-356-8589,35,Female,High,Married,Master's,High,Besko
2055,92-142-9480,39,Male,High,Divorced,Master's,Middle,Aubergenville
2056,53-042-5685,44,Female,Middle,Widowed,Bachelor's,High,Sula
2057,35-853-2222,19,Female,High,Married,Bachelor's,High,Valongo
2058,83-670-9273,27,Female,High,Widowed,Master's,High,Al Kh?nkah
2059,37-783-6086,26,Female,High,Divorced,Master's,Middle,M?rtola
2060,79-902-8144,26,Female,High,Single,Bachelor's,Middle,Rates
2061,41-009-7879,27,Female,High,Married,High School,Middle,Anyang
2062,89-302-8461,37,Male,Middle,Single,Master's,Middle,Nymburk
2063,23-066-1915,23,Female,Middle,Single,Bachelor's,Middle,Jiangcun
2064,39-090-0124,31,Bigender,Middle,Single,Bachelor's,High,Tafo
2065,41-854-0707,21,Female,Middle,Widowed,Master's,Middle,Cibaregbeg
2066,04-352-1558,36,Female,High,Single,Master's,Middle,Wang Yang
2067,93-867-8303,21,Female,Middle,Single,Master's,High,Liangnong
2068,31-088-6950,27,Female,Middle,Single,Master's,High,Hengshi
2069,43-616-8365,29,Female,Middle,Single,Master's,High,Kandangan
2070,71-876-9118,24,Male,Middle,Single,High School,Middle,Naranjal
2071,18-263-0366,33,Female,Middle,Divorced,Bachelor's,Middle,Abiko
2072,25-502-1415,38,Female,High,Married,Master's,Middle,Longhuashan
2073,50-000-9588,47,Male,High,Divorced,Master's,High,Zhovkva
2074,32-338-5967,32,Male,Middle,Widowed,Bachelor's,High,Lebak
2075,19-311-9149,21,Bigender,High,Single,High School,High,Gereshk
2076,94-212-7169,23,Female,High,Divorced,High School,High,Yonghe
2077,17-246-6194,45,Non-binary,Middle,Divorced,Bachelor's,High,Dabai
2078,26-672-1285,24,Genderfluid,Middle,Married,High School,Middle,Moutnice
2079,00-265-0556,20,Female,Middle,Widowed,High School,Middle,Qiryat Yam
2080,17-213-2834,34,Male,Middle,Single,High School,Middle,Marshintsy
2081,12-699-6543,49,Male,Middle,Widowed,Bachelor's,Middle,Celso Ramos
2082,83-427-3218,47,Female,Middle,Widowed,High School,Middle,White River
2083,61-663-9008,18,Male,Middle,Married,Master's,Middle,Taishihe
2084,86-917-7481,48,Female,Middle,Widowed,Master's,High,Shanghu
2085,66-086-2306,19,Male,Middle,Single,Bachelor's,Middle,Brandsen
2086,43-671-9834,39,Female,Middle,Divorced,High School,High,Ranot
2087,90-888-8726,48,Female,High,Divorced,Master's,Middle,Saint-Jouan-des-Gu?rets
2088,23-085-0811,43,Female,High,Widowed,Master's,High,Da?an
2089,85-192-9218,31,Female,High,Divorced,Bachelor's,High,Kisovec
2090,82-671-7236,28,Female,Middle,Divorced,Bachelor's,High,?bd?n?n
2091,42-674-3987,29,Genderqueer,Middle,Married,Master's,High,Dafeng
2092,41-934-7739,45,Genderfluid,Middle,Divorced,High School,High,Campo Maior
2093,48-825-0400,38,Male,Middle,Single,Master's,High,S?vedalen
2094,30-133-5120,30,Male,Middle,Widowed,Bachelor's,Middle,Brikcha
2095,29-827-8515,40,Female,High,Widowed,Bachelor's,High,Xidianzi
2096,38-912-1128,38,Female,Middle,Widowed,High School,Middle,B?ja
2097,07-751-9620,23,Polygender,Middle,Widowed,Bachelor's,High,Ferreira do Alentejo
2098,81-877-9170,30,Genderqueer,High,Widowed,Bachelor's,High,Gegernoong
2099,19-885-2597,42,Male,High,Widowed,Master's,Middle,La Monta?ita
2100,82-389-2029,28,Female,High,Widowed,High School,High,Sarish?b?ri
2101,97-463-0048,44,Female,Middle,Single,Master's,High,Mangge
2102,91-572-6135,45,Male,Middle,Widowed,Bachelor's,Middle,Chaba?ovice
2103,10-232-0685,46,Female,High,Married,Master's,Middle,Yangping
2104,77-761-7475,28,Female,Middle,Divorced,Bachelor's,High,Berezna
2105,78-826-3039,27,Male,High,Single,Master's,High,Vidual
2106,86-668-1045,20,Female,High,Single,High School,Middle,Paris 17
2107,14-603-9698,40,Male,High,Married,High School,High,Hultsfred
2108,23-752-2213,36,Male,Middle,Widowed,Master's,Middle,N?kaia
2109,71-486-8561,43,Male,High,Widowed,High School,Middle,Macayug
2110,76-382-7162,26,Female,High,Single,High School,Middle,Mahanoro
2111,28-947-4295,29,Male,Middle,Widowed,Bachelor's,High,Mozdok
2112,84-765-0748,34,Female,Middle,Widowed,High School,High,Hoolt
2113,54-207-8349,40,Male,High,Single,Bachelor's,Middle,San Luis
2114,20-419-0341,42,Female,High,Married,Bachelor's,Middle,Pergan
2115,52-005-9914,28,Male,High,Married,Bachelor's,High,Kanoni
2116,34-846-7805,49,Male,High,Single,Bachelor's,High,Gromadka
2117,26-596-5461,46,Female,High,Single,Master's,Middle,Payapa
2118,20-157-8631,44,Female,High,Divorced,Master's,High,Rat Burana
2119,91-199-9097,29,Male,High,Married,High School,Middle,Trhov? Sviny
2120,55-846-2579,47,Male,Middle,Divorced,Bachelor's,High,Kiev
2121,83-455-7266,37,Female,Middle,Married,Bachelor's,Middle,Cr?teil
2122,67-599-9267,47,Male,High,Widowed,High School,Middle,Lomintsevskiy
2123,41-501-9276,24,Male,High,Married,Bachelor's,High,Monchegorsk
2124,88-000-9227,49,Male,Middle,Divorced,Bachelor's,Middle,Shreveport
2125,52-726-9328,19,Genderfluid,High,Single,High School,High,Pingzhuang
2126,60-198-5417,27,Female,High,Single,Bachelor's,High,Celso Ramos
2127,00-107-4749,36,Female,Middle,Single,Master's,Middle,Merlo
2128,79-973-7862,47,Female,Middle,Married,Master's,Middle,Mount Ayliff
2129,81-814-3498,32,Male,Middle,Single,High School,Middle,P?rgaaj
2130,34-375-8138,48,Male,Middle,Married,Bachelor's,Middle,Zbraslavice
2131,05-067-9686,20,Genderfluid,High,Single,Master's,Middle,Xilu
2132,61-951-7929,32,Male,Middle,Divorced,High School,High,Bamut
2133,53-667-0793,25,Male,High,Widowed,High School,High,La Tour-du-Pin
2134,61-212-1117,42,Male,Middle,Divorced,Bachelor's,Middle,Pader Palwo
2135,09-443-7536,37,Female,High,Single,Bachelor's,High,Maurisu
2136,27-463-5671,21,Genderfluid,Middle,Widowed,Master's,Middle,Gorzyce
2137,53-380-3968,43,Female,High,Widowed,Bachelor's,High,Qingyun
2138,42-969-0735,29,Female,High,Divorced,Bachelor's,Middle,Jiuxian
2139,12-440-5464,28,Male,Middle,Divorced,Master's,Middle,Ndungu
2140,33-467-2534,43,Male,Middle,Widowed,Master's,High,Emiliano Zapata
2141,35-418-0288,48,Female,High,Divorced,High School,Middle,Spasskoye
2142,33-787-2143,26,Female,Middle,Married,High School,High,Gier?o?
2143,58-528-6262,42,Male,Middle,Married,Master's,High,Sobue
2144,31-060-2716,27,Male,Middle,Divorced,Bachelor's,Middle,High Point
2145,81-515-5823,40,Female,Middle,Married,Master's,Middle,Qiankeng
2146,90-858-0453,23,Male,Middle,Widowed,High School,High,Pandean
2147,28-874-8938,46,Male,High,Married,High School,High,Phong ?i?n
2148,94-408-2581,40,Female,Middle,Married,High School,High,Bordeaux
2149,55-301-9368,34,Male,High,Married,Master's,High,Zamora
2150,72-336-1992,44,Female,Middle,Widowed,Bachelor's,High,Jubaoshan
2151,06-008-2805,32,Female,High,Married,Master's,Middle,Sh?deg?n
2152,77-178-6086,42,Female,Middle,Single,Master's,Middle,Gueltat Zemmour
2153,28-832-2885,22,Female,High,Divorced,Master's,Middle,Mosal?sk
2154,75-210-7391,44,Female,Middle,Married,High School,Middle,Kokstad
2155,60-470-3563,29,Male,Middle,Married,Bachelor's,Middle,Malasin
2156,24-241-7171,30,Female,High,Single,High School,High,Huaqiu
2157,53-784-1855,19,Female,Middle,Divorced,Master's,High,Loket
2158,83-561-3374,45,Female,High,Widowed,Master's,Middle,Santa Maria do Souto
2159,96-121-0629,38,Male,Middle,Married,Bachelor's,Middle,Yanshang
2160,00-275-9990,24,Female,Middle,Married,Bachelor's,Middle,Tempuran
2161,36-593-2907,42,Genderqueer,High,Single,Bachelor's,High,Karafao
2162,22-692-3470,46,Female,High,Widowed,High School,High,S?o Crist?v?o
2163,90-322-7329,44,Female,High,Widowed,High School,Middle,Buensuseso
2164,28-395-9872,38,Male,High,Married,Master's,Middle,Blantyre
2165,79-297-1061,44,Male,Middle,Single,Master's,Middle,Kozel?shchyna
2166,93-649-9356,18,Female,High,Single,Master's,Middle,Cibuah
2167,27-543-7069,37,Male,Middle,Divorced,Master's,High,Cockburn Town
2168,96-079-9597,31,Genderfluid,High,Single,Master's,Middle,Maslog
2169,38-940-4942,22,Female,High,Widowed,Master's,Middle,Faqq??ah
2170,82-014-2564,33,Male,High,Married,High School,Middle,Yelyzavethradka
2171,70-699-5799,20,Female,High,Single,Master's,High,Jackson
2172,55-620-7906,21,Male,High,Divorced,High School,Middle,Kiambu
2173,30-839-5589,42,Female,Middle,Married,High School,Middle,Yaodu
2174,76-848-9229,29,Male,High,Married,Bachelor's,Middle,Saint-Gratien
2175,98-559-6096,20,Male,Middle,Widowed,High School,Middle,Totora
2176,56-810-2066,40,Non-binary,High,Married,Master's,Middle,G?teborg
2177,55-580-7707,38,Male,High,Divorced,Bachelor's,Middle,??slav
2178,18-605-0795,45,Polygender,Middle,Widowed,High School,High,Rudnogorsk
2179,86-268-2904,49,Male,High,Widowed,High School,Middle,Pindiga
2180,75-847-7630,37,Male,Middle,Single,High School,Middle,Adela
2181,76-910-2337,23,Polygender,Middle,Widowed,Master's,High,Krajan Baru
2182,56-719-7145,48,Female,High,Married,Master's,Middle,Jinqiao
2183,14-025-2335,19,Male,Middle,Divorced,Master's,Middle,Barg-e Mat?l
2184,10-300-8072,46,Female,High,Single,High School,High,Argenteuil
2185,73-698-2326,39,Male,Middle,Divorced,Bachelor's,High,Daying
2186,01-023-2094,27,Polygender,Middle,Divorced,Master's,Middle,Ngrejo
2187,65-359-4645,28,Female,Middle,Married,High School,High,Xieba
2188,33-405-7978,50,Female,High,Married,High School,Middle,Sigli
2189,09-783-7921,19,Female,High,Divorced,Bachelor's,High,Arist?bulo del Valle
2190,76-561-2427,27,Agender,Middle,Widowed,High School,High,Cane
2191,82-467-3300,23,Male,High,Married,Master's,Middle,Podhum
2192,92-946-7398,19,Female,High,Widowed,Bachelor's,High,Vilar
2193,59-891-2990,22,Female,Middle,Widowed,Bachelor's,High,Portela
2194,22-579-3978,40,Male,Middle,Divorced,High School,High,Arendal
2195,22-352-0576,48,Male,Middle,Married,Bachelor's,Middle,Nab?nagar
2196,28-676-0614,49,Male,Middle,Married,High School,High,La Ravoire
2197,07-211-9364,45,Agender,Middle,Widowed,Master's,Middle,Dostoyevka
2198,98-238-6733,42,Female,High,Married,High School,High,Liuzhou
2199,26-028-2671,44,Female,High,Divorced,High School,Middle,Cigedang
2200,55-876-7407,42,Female,High,Married,Bachelor's,Middle,Muaralabuh
2201,47-720-9520,49,Female,Middle,Widowed,Bachelor's,High,Che?miec
2202,42-207-5005,45,Female,Middle,Widowed,High School,High,Santa Marta
2203,37-468-8133,44,Male,Middle,Single,High School,Middle,Cimara
2204,00-335-5034,37,Agender,High,Married,Bachelor's,High,Sanxing
2205,95-148-1769,36,Male,Middle,Divorced,Master's,High,Linao
2206,72-324-1243,34,Male,High,Married,High School,Middle,Bairan
2207,62-687-5354,23,Male,Middle,Single,High School,Middle,Abaetetuba
2208,54-634-0814,35,Male,High,Divorced,Bachelor's,High,Pasirjaya
2209,64-769-5737,45,Male,Middle,Widowed,Master's,Middle,Acheng
2210,62-892-2088,38,Male,High,Widowed,Master's,High,Huakoulongtan
2211,53-951-2529,25,Male,Middle,Divorced,Master's,High,Burgastai
2212,65-539-9955,18,Female,High,Single,High School,High,Sertolovo
2213,89-730-1134,46,Male,Middle,Divorced,High School,Middle,Jixian
2214,74-051-7865,19,Female,High,Divorced,Bachelor's,High,Deqing
2215,40-450-4266,37,Female,Middle,Single,Bachelor's,Middle,Sala
2216,90-272-5701,28,Male,Middle,Single,Master's,High,Semiletka
2217,14-118-5229,25,Male,Middle,Divorced,Master's,High,Dayr Sharaf
2218,24-662-2119,47,Male,High,Widowed,Master's,Middle,Adani
2219,61-794-8438,45,Polygender,Middle,Divorced,Bachelor's,Middle,Rakhiv
2220,21-959-5766,24,Non-binary,High,Married,High School,Middle,Ma'an
2221,42-518-2602,30,Male,Middle,Divorced,Bachelor's,High,Navoiy
2222,35-850-8676,24,Female,High,Married,High School,Middle,Sishilichengzi
2223,07-958-2231,27,Female,Middle,Married,Bachelor's,Middle,Tigaherang
2224,78-503-0416,25,Male,Middle,Single,High School,High,Villa Dolores
2225,98-130-8811,18,Female,High,Single,High School,Middle,Tilburg
2226,18-614-2070,47,Female,Middle,Married,Bachelor's,High,Ugra
2227,80-277-3242,36,Male,High,Widowed,High School,Middle,Montreuil
2228,44-949-9040,23,Female,High,Divorced,Bachelor's,High,Garibaldi
2229,04-545-9162,49,Male,High,Divorced,Master's,High,Tiang
2230,51-320-2801,27,Female,High,Divorced,Bachelor's,High,Mouquim
2231,50-510-5119,43,Male,High,Widowed,Master's,High,Montecristi
2232,63-964-6954,19,Female,High,Married,High School,Middle,Prince Albert
2233,55-569-9247,41,Female,Middle,Married,Master's,High,G?teborg
2234,02-911-0447,29,Female,Middle,Single,High School,Middle,Zaje?ov
2235,77-626-7240,25,Male,High,Widowed,Master's,High,Liushun
2236,75-915-9803,45,Male,High,Widowed,Bachelor's,Middle,Sancha
2237,78-905-2660,36,Female,Middle,Divorced,Bachelor's,High,Damnoen Saduak
2238,02-677-6735,21,Female,High,Widowed,High School,High,Cianorte
2239,20-460-9796,47,Female,Middle,Widowed,Master's,High,Liuzuo
2240,57-587-4005,26,Female,Middle,Widowed,Bachelor's,High,Pameungpeuk
2241,99-477-8256,25,Female,Middle,Single,Master's,High,K?shmar
2242,03-992-3728,26,Bigender,Middle,Married,Bachelor's,High,?Arad
2243,24-878-4507,34,Male,High,Divorced,Bachelor's,Middle,Lenart v Slov. Goricah
2244,22-106-8347,48,Male,High,Divorced,Master's,Middle,Bigaa
2245,81-479-0790,19,Male,High,Single,Bachelor's,Middle,Guadalupe
2246,03-023-9932,37,Female,High,Widowed,Bachelor's,Middle,Xiaruyue
2247,36-632-2460,23,Female,High,Widowed,Bachelor's,Middle,Gweedore
2248,32-799-7704,34,Female,High,Widowed,Master's,High,Przelewice
2249,09-369-0588,42,Male,High,Single,Bachelor's,Middle,Dalumangcob
2250,87-727-6434,28,Female,High,Widowed,Master's,Middle,Cravo Norte
2251,93-413-4758,31,Female,Middle,Single,Master's,High,Samamiya
2252,15-663-7994,20,Female,Middle,Widowed,Bachelor's,High,Tanahmerah
2253,29-319-4519,32,Male,High,Divorced,High School,High,?rebro
2254,40-347-2903,27,Female,Middle,Single,Bachelor's,High,Kefar Yona
2255,18-452-1635,19,Female,Middle,Widowed,Bachelor's,Middle,Pasto
2256,47-710-5471,50,Male,Middle,Single,High School,Middle,Huangtan
2257,88-167-7129,40,Polygender,High,Married,Bachelor's,Middle,Il?inskiy
2258,86-771-9082,20,Male,High,Married,Bachelor's,High,Ugljevik
2259,46-678-4172,24,Female,Middle,Married,Master's,Middle,Na Chaluai
2260,14-249-1256,46,Male,Middle,Single,High School,Middle,Marolambo
2261,94-120-9525,34,Genderfluid,High,Divorced,Bachelor's,High,Tamana
2262,22-234-9315,44,Female,High,Widowed,Bachelor's,High,Miyazu
2263,37-560-7247,38,Genderqueer,Middle,Married,Master's,High,Gryf?w ?l?ski
2264,91-857-0797,22,Genderfluid,High,Widowed,High School,Middle,Pinagsibaan
2265,19-344-0102,44,Male,High,Single,Master's,High,Jardin
2266,48-609-7715,43,Female,High,Divorced,Master's,Middle,Aguilares
2267,13-571-6506,25,Male,Middle,Divorced,Master's,High,Muslyumovo
2268,47-073-6440,21,Female,Middle,Divorced,Master's,High,Taiyuan
2269,50-303-1693,29,Female,Middle,Married,High School,High,Chatturat
2270,69-157-9577,41,Male,High,Divorced,Master's,High,Paisha
2271,09-513-4923,38,Genderfluid,High,Divorced,Master's,High,Kadugadung
2272,82-975-8569,26,Male,High,Widowed,Bachelor's,High,Paris 15
2273,70-774-7728,41,Female,Middle,Widowed,Master's,Middle,Dualing
2274,13-015-8097,46,Female,High,Single,Bachelor's,High,Adelaide
2275,68-391-7279,39,Genderqueer,High,Widowed,Bachelor's,Middle,Pingshi
2276,28-764-3337,43,Male,Middle,Divorced,Bachelor's,Middle,Renshan
2277,00-285-9607,44,Genderfluid,Middle,Married,Bachelor's,Middle,Sobinka
2278,04-832-3559,26,Male,Middle,Widowed,Bachelor's,Middle,Narol
2279,27-613-5005,29,Male,Middle,Widowed,Master's,High,Fresno
2280,49-825-3438,50,Male,High,Widowed,High School,High,Vabalninkas
2281,31-783-9785,19,Female,High,Divorced,Master's,Middle,Jambuwerkrajan
2282,58-059-8187,27,Male,High,Widowed,High School,Middle,Ozubulu
2283,74-882-6648,34,Female,High,Married,High School,High,Nakhchivan
2284,13-588-5783,20,Female,Middle,Married,High School,Middle,S?o Crist?v?o
2285,25-085-7917,42,Female,Middle,Single,High School,High,Pallisa
2286,66-085-1226,22,Female,Middle,Married,Master's,High,San Pascual
2287,37-037-1765,30,Male,High,Married,Bachelor's,Middle,?A??rah ash Sham?l?yah
2288,48-630-6410,39,Male,High,Divorced,Master's,High,Dom Pedrito
2289,15-152-9751,21,Female,High,Married,High School,Middle,Turkestan
2290,23-451-9920,37,Male,Middle,Divorced,Master's,High,Rzeczenica
2291,56-592-0089,35,Female,Middle,Divorced,Master's,High,Hengshui
2292,29-374-1297,33,Non-binary,Middle,Widowed,High School,Middle,Nantes
2293,80-728-6133,47,Male,Middle,Divorced,High School,Middle,Tamorot
2294,58-502-7490,32,Male,High,Widowed,Bachelor's,High,Sinchao
2295,23-537-0742,20,Male,Middle,Widowed,Bachelor's,High,Anding
2296,22-483-3115,37,Female,High,Single,Bachelor's,Middle,Rukem
2297,57-372-5969,35,Non-binary,High,Divorced,Master's,High,Bogovarovo
2298,37-283-9076,18,Female,Middle,Single,High School,High,Valbo
2299,39-075-3518,27,Male,Middle,Widowed,High School,High,Jaguaruana
2300,84-315-7189,29,Female,High,Married,Bachelor's,Middle,??qchah Kh?nah
2301,75-964-5589,24,Male,High,Widowed,Master's,High,Lipovci
2302,06-594-3417,27,Male,High,Single,Bachelor's,High,Panagyurishte
2303,79-759-6726,18,Male,High,Widowed,High School,High,K?oczew
2304,12-851-1771,50,Bigender,High,Married,High School,High,Zhukovo
2305,79-960-1714,31,Male,Middle,Single,Master's,High,Nyk?ping
2306,30-417-6981,45,Male,High,Married,Master's,High,Jianmin
2307,91-532-5399,29,Male,Middle,Single,Master's,Middle,Bucaramanga
2308,89-997-9041,36,Male,High,Widowed,High School,Middle,Kudanding
2309,26-235-6745,27,Female,High,Widowed,Master's,High,Kyoto
2310,99-080-9462,24,Male,High,Single,High School,Middle,Saraburi
2311,87-056-8987,49,Agender,High,Widowed,High School,Middle,Negeriagung
2312,06-160-8063,21,Bigender,Middle,Divorced,High School,High,Latacunga
2313,73-434-2308,19,Female,Middle,Married,Master's,High,Guanzhou
2314,84-260-6464,23,Female,Middle,Married,Bachelor's,High,Tabuc Pontevedra
2315,00-149-4481,28,Female,High,Divorced,Master's,High,Kabale
2316,05-710-6109,27,Female,High,Divorced,Master's,High,Malveira
2317,84-724-8407,47,Female,High,Divorced,Bachelor's,Middle,Veiga
2318,45-795-1873,20,Agender,High,Widowed,Master's,Middle,Jagistay
2319,06-647-3248,26,Female,High,Single,Master's,High,Yuannan
2320,06-767-5206,49,Male,High,Single,Bachelor's,Middle,Mount Darwin
